0 9e3 -0.1
0 -9e3 -0.1
12e3 6e3 -0.1
12e3 -6e3 -0.1
-12e3 6e3 -0.1
-12e3 -6e3 -0.1
7.0e3 100 -7.5e3
7.0e3 200 -7.5e3
7.0e3 500 -7.5e3
7.0e3 1.0e3 -7.5e3
7.0e3 2.0e3 -7.5e3
7.0e3 -100 -7.5e3
7.0e3 -200 -7.5e3
7.0e3 -500 -7.5e3
7.0e3 -1.0e3 -7.5e3
7.0e3 -2.0e3 -7.5e3
3.0e3 100 -7.5e3
3.0e3 200 -7.5e3
3.0e3 500 -7.5e3
3.0e3 1.0e3 -7.5e3
3.0e3 2.0e3 -7.5e3
3.0e3 -100 -7.5e3
3.0e3 -200 -7.5e3
3.0e3 -500 -7.5e3
3.0e3 -1000 -7.5e3
3.0e3 -2000 -7.5e3
3.0e3 -100 -6.5e3
3.0e3 -200 -6.5e3
3.0e3 -500 -6.5e3
3.0e3 -1000 -6.5e3
3.0e3 -2000 -6.5e3
3.0e3 -100 -5.5e3
3.0e3 -200 -5.5e3
3.0e3 -500 -5.5e3
3.0e3 -1000 -5.5e3
3.0e3 -2000 -5.5e3
3.0e3 -100 -4.5e3
3.0e3 -200 -4.5e3
3.0e3 -500 -4.5e3
3.0e3 -1000 -4.5e3
3.0e3 -2000 -4.5e3
3.0e3 -100 -3.5e3
3.0e3 -200 -3.5e3
3.0e3 -500 -3.5e3
3.0e3 -1000 -3.5e3
3.0e3 -2000 -3.5e3
3.0e3 -100 -2.5e3
3.0e3 -200 -2.5e3
3.0e3 -500 -2.5e3
3.0e3 -1000 -2.5e3
3.0e3 -2000 -2.5e3
3.0e3 -100 -1.5e3
3.0e3 -200 -1.5e3
3.0e3 -500 -1.5e3
3.0e3 -1000 -1.5e3
3.0e3 -2000 -1.5e3
