time,rank_0_hw_accumulated,rank_0_hw_epoch,rank_0_nz_accumulated,rank_0_nz_epoch,
3.37783,523.304,523.304,244.639,244.639,
6.99374,505.489,488.848,236.311,228.531,
10.4151,509.153,516.642,238.024,241.525,
14.3809,491.66,445.72,229.846,208.37,
17.7388,498.239,526.413,232.922,246.093,
21.4925,493.464,470.899,230.689,220.14,
