TITLE = "Temporal Signal for fault receiver number 00000001 "
VARIABLES = "Time" ,"SRs" ,"SRd" ,"u_n" ,"Mud" ,"StV" ,"Ts0" ,"Td0" ,"Pn0" ,"Sls" ,"Sld" ,"ASl" ,"PSR" ,"RT" ,"DS" ,"P_f" ,"Tmp"
# x1       0.000000000000E+00
# x2       0.000000000000E+00
# x3      -0.550000000000E+04
# P_0      -0.450000000000E+08
# T_s       0.184500000000E+08
# T_d      -0.275545529809E-08
  1.417588452601824E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.410000000000000       0.640258509299405        18450000.0000000      -2.755455297867622E-009  -45000000.0000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000   483.150000000000     
  2.835176905203648E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.410000000000000       0.640258509299405        18450000.0000000      -2.755455297867622E-009  -45000000.0000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000   483.150000000000     
  4.252765357805472E-003  5.801647205267898E-013 -1.855750749086889E-017 -2.743142891268524E-045  0.410000000000000       0.640258509299405        18450000.0000000      -2.755455297867889E-009  -45000000.0000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000 -3.859018300821226E-012   483.150000000000     
  5.670353810407296E-003  5.801647205267898E-013 -1.855750749086889E-017 -2.743142891268524E-045  0.410000000000000       0.640258509299405        18450000.0000000      -2.755455297867889E-009  -45000000.0000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000 -3.859018300821226E-012   483.150000000000     
  7.087942263009120E-003  1.118134976115098E-012  1.387153318935799E-015  1.383515943233333E-015  0.409999999999768       0.640258509299405        18449999.9999896      -3.237481461671039E-009  -45000000.0000000       2.739446466874567E-019 -8.762562860271046E-024  2.835176905140193E-019  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -7.707145294695108E-012   483.150000000000     
  8.505530715610944E-003  1.118134976115098E-012  1.387153318935799E-015  1.383515943233333E-015  0.409999999999768       0.640258509299405        18449999.9999896      -3.237481461671039E-009  -45000000.0000000       2.739446466874567E-019 -8.762562860271046E-024  2.835176905140193E-019  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -7.707145294695108E-012   483.150000000000     
  9.923119168212768E-003  1.558410658158567E-012  2.311217861634743E-016  4.416414175834263E-015  0.409999999999768       0.640258509299405        18449999.9999896      -2.145530617382766E-008  -45000000.0000000       5.574623370562146E-019 -1.783133501510360E-023  5.670353810278170E-019  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -1.154447245317876E-011   483.150000000000     
  1.134070762081459E-002  1.558410658158567E-012  2.311217861634743E-016  4.416414175834263E-015  0.409999999999768       0.640258509299405        18449999.9999896      -2.145530617382766E-008  -45000000.0000000       5.574623370562146E-019 -1.783133501510360E-023  5.670353810278170E-019  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -1.154447245317876E-011   483.150000000000     
  1.275829607341642E-002  1.905842092656122E-012 -4.245060043293809E-015  7.697880865159233E-015  0.409999999999768       0.640258509299405        18449999.9999896      -5.161184628429430E-008  -45000000.0000000       8.409800267867701E-019 -6.957619298073682E-024  8.505530715416146E-019  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -1.537108997472606E-011   483.150000000000     
  1.417588452601824E-002  1.905842092656122E-012 -4.245060043293809E-015  7.697880865159233E-015  0.409999999999768       0.640258509299405        18449999.9999896      -5.161184628429430E-008  -45000000.0000000       8.409800267867701E-019 -6.957619298073682E-024  8.505530715416146E-019  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -1.537108997472606E-011   483.150000000000     
  1.559347297862007E-002  2.168226299866900E-012 -1.158009509965983E-014  1.049186280673572E-014  0.409999999999768       0.640258509299405        18449999.9999896      -9.419274847010024E-008  -45000000.0000000       1.124497716203384E-018 -1.004716475749434E-023  1.134070762055412E-018  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -1.918708680935669E-011   483.150000000000     
  1.701106143122189E-002  2.168226299866900E-012 -1.158009509965983E-014  1.049186280673572E-014  0.409999999999768       0.640258509299405        18449999.9999896      -9.419274847010024E-008  -45000000.0000000       1.124497716203384E-018 -1.004716475749434E-023  1.134070762055412E-018  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -1.918708680935669E-011   483.150000000000     
  1.842864988382372E-002  2.356258501961789E-012 -2.113791034231437E-014  1.280518165209217E-014  0.409999999999768       0.640258509299405        18449999.9999896      -1.476072161477966E-007  -45000000.0000001       1.408015405797086E-018 -1.006427828618211E-023  1.417588452569210E-018  9.999999999768368E-017  0.000000000000000E+000  0.000000000000000E+000 -2.299255068271068E-011   483.150000000000     
