profilingId,localId,layerType,size,dynamicRuptureSize,rank,localRank
5,0,Copy,0,0,0,0
0,0,Interior,513,0,0,0
6,1,Copy,0,0,0,0
1,1,Interior,3583,0,0,0
7,2,Copy,0,0,0,0
2,2,Interior,828,0,0,0
8,3,Copy,0,0,0,0
3,3,Interior,2426,0,0,0
9,4,Copy,0,0,0,0
4,4,Interior,5,0,0,0
