hostname,rank,localRank,workermask,workernuma,commthread_mask,commthread_numa,nproc
"hpcsccs8",0,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","no-info","no-info",16
