TITLE = "Temporal Signal for fault receiver number 2"
VARIABLES = "Time" ,"SRs" ,"SRd" ,"T_s" ,"T_d" ,"P_n" ,"u_n" ,"Mud" ,"StV" ,"Ts0" ,"Td0" ,"Pn0" ,"Vr"
# x1	-4.2093409243402134e-44
# x2	4.5924254968025756e-13
# x3	-7.5000000000000000e+03
0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.7577719058948383e+07	3.5669015498618201e-09	-1.1990341925775349e+08	0.0000000000000000e+00	6.7700000000000005e-01	0.0000000000000000e+00	8.1174614837499097e+07	3.5669015498618201e-09	-1.1990341925775349e+08	0.0000000000000000e+00	
6.5139233721450977e-04	0.0000000000000000e+00	0.0000000000000000e+00	6.7553324306713983e+07	3.5658296178221611e-09	-1.1990341925775349e+08	0.0000000000000000e+00	6.7679654665075095e-01	0.0000000000000000e+00	8.1150220085264698e+07	3.5658296178221611e-09	-1.1990341925775349e+08	0.0000000000000000e+00	
1.3027846744290195e-03	6.8841716913275466e-02	1.7105765984500450e-15	6.7528673508717149e+07	1.1365117841538930e-08	-1.1990341925775348e+08	0.0000000000000000e+00	6.7659095786813395e-01	0.0000000000000000e+00	8.1125569287267864e+07	1.1365117841538930e-08	-1.1990341925775348e+08	0.0000000000000000e+00	
1.9541770116435295e-03	1.2941543558274357e-01	3.7064247744191464e-08	6.7503446575587228e+07	1.0547521354291890e-01	-1.1990292911275648e+08	0.0000000000000000e+00	6.7638332903336629e-01	0.0000000000000000e+00	8.1100342354137942e+07	1.0547521354291890e-01	-1.1990292911275648e+08	0.0000000000000000e+00	
2.6055693488580391e-03	1.8334390110225859e-01	2.9856154278949983e-06	6.7477805476505041e+07	-1.2320560716084469e+01	-1.1990217234381406e+08	0.0000000000000000e+00	6.7617374789990181e-01	0.0000000000000000e+00	8.1074701255055755e+07	-1.2320560716084469e+01	-1.1990217234381406e+08	0.0000000000000000e+00	
3.2569616860725487e-03	2.3164939781524582e-01	1.4201822906028684e-05	6.7452004625689834e+07	-2.3290965730605603e+01	-1.1990150767664702e+08	0.0000000000000000e+00	6.7596231252419547e-01	0.0000000000000000e+00	8.1048900404240549e+07	-2.3290965730605603e+01	-1.1990150767664702e+08	0.0000000000000000e+00	
3.9083540232870582e-03	2.7503996987031293e-01	3.8603862915627404e-05	6.7426224189158767e+07	-1.1018141432500562e+01	-1.1990118285434182e+08	0.0000000000000000e+00	6.7574912973242840e-01	0.0000000000000000e+00	8.1023119967709482e+07	-1.1018141432500562e+01	-1.1990118285434182e+08	0.0000000000000000e+00	
4.5597463605015678e-03	3.1406985823733513e-01	8.1342745795588963e-05	6.7400554912648469e+07	4.7684566219341512e+01	-1.1990131431376591e+08	0.0000000000000000e+00	6.7553430214495891e-01	0.0000000000000000e+00	8.0997450691199183e+07	4.7684566219341512e+01	-1.1990131431376591e+08	0.0000000000000000e+00	
5.2111386977160773e-03	3.4921823862257639e-01	1.4834273049433493e-04	6.7375019869131148e+07	1.7624718474537920e+02	-1.1990192189567144e+08	0.0000000000000000e+00	6.7531791290492105e-01	0.0000000000000000e+00	8.0971915647681862e+07	1.7624718474537920e+02	-1.1990192189567144e+08	0.0000000000000000e+00	
5.8625310349305869e-03	3.8092256536697050e-01	2.4597165556862618e-04	6.7349598906284988e+07	3.9774964699726883e+02	-1.1990296706597050e+08	0.0000000000000000e+00	6.7510001350739102e-01	0.0000000000000000e+00	8.0946494684835702e+07	3.9774964699726883e+02	-1.1990296706597050e+08	0.0000000000000000e+00	
