time,rank_0_hw_accumulated,rank_0_hw_epoch,rank_0_nz_accumulated,rank_0_nz_epoch,
16.4162,9.97049,9.97049,5.15572,5.15572,
34.8315,9.3983,8.88822,4.85984,4.59607,
