hostname,rank,localRank,workermask,workernuma,commthread_mask,commthread_numa,nproc
"vikas-kurapati-ThinkPad-X13-Yoga-Gen-4",0,0,"0,1,2,3,4,5,6,7,8,9,10,11","0,0,0,0,0,0,0,0,0,0,0,0","no-info","no-info",12
