time,rank_0_hw_accumulated,rank_0_hw_epoch,rank_0_nz_accumulated,rank_0_nz_epoch,
11.6171,18.372,18.372,7.28556,7.28556,
19.1352,22.3077,28.3893,8.84631,11.258,
