TITLE = "Temporal Signal for fault receiver number 4"
VARIABLES = "Time" ,"SRs" ,"SRd" ,"u_n" ,"Mud" ,"StV" ,"Ts0" ,"Td0" ,"Pn0" ,"Sls" ,"Sld" ,"Vr" ,"ASl" ,"PSR" ,"RT" ,"DS" ,"P_f" ,"Tmp"
# x1	-3.1124603970871599e-19
# x2	-6.0000000669380224e+03
# x3	-1.0392304961353315e+04
0.0000000000000000e+00	-7.6196339367521169e-16	-1.5118610766244062e-01	0.0000000000000000e+00	5.4000000000000004e-01	0.0000000000000000e+00	-2.3862544357644097e-07	-4.8107332186588019e+07	-8.8717281827014834e+07	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
9.5217524615570962e-04	-7.6995450851501470e-16	-1.5372585744262415e-01	0.0000000000000000e+00	5.3987246469867300e-01	0.0000000000000000e+00	-2.3858984315982965e-07	-4.8096017601317301e+07	-8.8717281827014834e+07	-6.7871680004517386e-19	-1.4492647878069646e-04	0.0000000000000000e+00	1.4492647878069516e-04	1.5329256357885770e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
1.9043504923114192e-03	-7.9671576018044733e-16	-1.5630827232754127e-01	8.5440869545820152e-20	5.3974278693944300e-01	0.0000000000000000e+00	-2.3849040257907930e-07	-4.8084512943004996e+07	-8.8717281827014834e+07	-1.3593797559663780e-18	-2.9228756881482626e-04	0.0000000000000000e+00	2.9228756881482333e-04	1.5586772616218972e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
2.8565257384671290e-03	1.5031263934661789e-07	-1.5884615241081831e-01	-9.3702394994883771e-06	5.3961096835758759e-01	0.0000000000000000e+00	4.5490382962313525e+01	-4.8072951825667888e+07	-8.8717529169950292e+07	6.7494721124316544e-11	-4.4208140657954654e-04	0.0000000000000000e+00	4.4208141183230300e-04	1.5847087852330219e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
3.8087009846228385e-03	6.2513203735868681e-07	-1.6148705752989545e-01	-2.1506378121421361e-05	5.3947692152375060e-01	0.0000000000000000e+00	1.8604969960686154e+02	-4.8061236237689391e+07	-8.8717856739572093e+07	5.9904990070429247e-10	-5.9440732862925047e-04	0.0000000000000000e+00	5.9440735937431126e-04	1.6117640217729456e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
4.7608762307785480e-03	1.2322688968850229e-06	-1.6419976714011400e-01	-4.0402540799455060e-05	5.3934058954265229e-01	0.0000000000000000e+00	3.6059561761175149e+02	-4.8049347504016973e+07	-8.8718239333600178e+07	1.8743894102724727e-09	-7.4932997097074529e-04	0.0000000000000000e+00	7.4933006516790339e-04	1.6392906390541931e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
5.7130514769342580e-03	1.8555448356327677e-06	-1.6693607289250065e-01	-6.0257821637959021e-05	5.3920195911049895e-01	0.0000000000000000e+00	5.3394854181553990e+02	-4.8037250846164510e+07	-8.8718614687615931e+07	4.0273187910914659e-09	-9.0686443253216987e-04	0.0000000000000000e+00	9.0686464716029905e-04	1.6667506241168573e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
6.6652267230899679e-03	2.4949605824503757e-06	-1.6966626543978527e-01	-7.1578055112000560e-05	5.3906104479470152e-01	0.0000000000000000e+00	7.0621128794246056e+02	-4.8024899735746808e+07	-8.8718894089542508e+07	7.1075945457764452e-09	-1.0669941425850307e-03	0.0000000000000000e+00	1.0669945514755971e-03	1.6938749785074414e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
7.6174019692456778e-03	3.2238211348514063e-06	-1.7239780421868217e-01	-6.3440720754664830e-05	5.3891785970289430e-01	0.0000000000000000e+00	8.9782499176356657e+02	-4.8012296803541042e+07	-8.8719080192099407e+07	1.1152520371573121e-08	-1.2297041951110888e-03	0.0000000000000000e+00	1.2297048830747007e-03	1.7207664070754874e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
8.5695772154013878e-03	4.0908744514700404e-06	-1.7513474632815340e-01	-3.6046304324750763e-05	5.3877241391992547e-01	0.0000000000000000e+00	1.1211918357847351e+03	-4.7999431435277037e+07	-8.8719151562714979e+07	1.6181598809727455e-08	-1.3949831273477088e-03	0.0000000000000000e+00	1.3949841819029093e-03	1.7475383088540550e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
