TITLE = "Temporal Signal for receiver number 00006"
VARIABLES = "Time","s_xx","s_yy","s_zz","s_xy","s_yz","s_xz","v1","v2","v3"
# x1       -3.000000000000e+03
# x2       -1.000000000000e+03
# x3       -7.500000000000e+03
  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  4.999999888241291e-03  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  9.999999776482582e-03  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  1.499999966472387e-02  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  1.999999955296516e-02  -5.054587841033936e+00  -9.868323206901550e-01  -1.070370078086853e+00  3.260866403579712e-01  -4.957618415355682e-01  4.655260741710663e-01  -4.676950311477412e-07  -1.204331034898587e-08  4.590668112314233e-08
  2.500000037252903e-02  -1.636263465881348e+01  -1.613420963287354e+00  -3.192007064819336e+00  -1.503910183906555e+00  -1.884339570999146e+00  3.271838188171387e+00  -1.512877133791335e-06  -1.428719684781754e-07  1.578173680627515e-07
  2.999999932944775e-02  -2.722056388854980e+01  6.597629189491272e-01  -2.202656984329224e+00  -7.625277996063232e+00  -4.453085899353027e+00  9.050841331481934e+00  -2.634213615237968e-06  -9.782933574342678e-08  2.472908420259046e-07
  3.500000014901161e-02  -3.245126724243164e+01  3.811243295669556e+00  3.148999452590942e+00  -8.551628112792969e+00  -6.204114437103271e+00  8.009939193725586e+00  -3.361198878337746e-06  6.292891043813142e-07  -3.898698821558355e-07
  3.999999910593033e-02  -2.725301361083984e+01  1.344267559051514e+01  1.747489356994629e+01  -1.974734687805176e+01  -1.017371082305908e+01  1.194331264495850e+01  -3.165465841448167e-06  1.419260343027418e-06  -7.602964160469128e-07
  4.500000178813934e-02  -1.322896289825439e+01  2.239028549194336e+01  3.632067871093750e+01  -3.042269515991211e+01  -1.361667919158936e+01  1.241384220123291e+01  -2.001230313908309e-06  2.104611439790460e-06  -1.069201402970066e-06
  5.000000074505806e-02  1.066560649871826e+01  3.145959091186523e+01  5.876082992553711e+01  -3.732961273193359e+01  -1.703188323974609e+01  5.489594459533691e+00  5.063824204398770e-08  2.122747901012190e-06  -1.426111680302711e-06
  5.499999970197678e-02  4.453520202636719e+01  4.046752166748047e+01  8.055598449707031e+01  -4.085347747802734e+01  -2.046508216857910e+01  -9.536861419677734e+00  2.896138084906852e-06  1.132497004618926e-06  -2.080255626424332e-06
  5.999999865889549e-02  8.119625854492188e+01  4.459761047363281e+01  9.191897583007812e+01  -4.472625732421875e+01  -2.225262260437012e+01  -2.830038070678711e+01  5.989485543977935e-06  -8.493753398397530e-07  -2.976003997900989e-06
