TITLE = "Temporal Signal for receiver number 00001"
VARIABLES = "Time","s_xx","s_yy","s_zz","s_xy","s_yz","s_xz","v1","v2","v3","p","v1_f","v2_f","v3_f"
# x1       0.000000000000e+00
# x2       2.000000000000e+03
# x3       -7.500000000000e+03
  0.000000000000000e+00  6.018506940107365e-05  -3.179912788361081e-05  6.019397219331201e-05  -2.826631189828628e-09  -1.432688293583803e-09  5.389570914147838e-10  -7.861543888614415e-11  -4.388072578360067e-06  4.333481519659947e-11  2.032852713208408e+07  1.257847034995995e-10  7.020916125671940e-06  -6.933570520425046e-11
  5.000000000000000e-03  9.870251305134989e-02  -2.214357364779825e-01  -3.217813979244998e-01  -8.941642707264670e-02  3.758695966136504e-02  -7.455602955997488e-02  -1.012389769543888e-08  -4.577951256590043e-06  5.181504696008661e-09  2.032852878045866e+07  1.692084027847018e-10  7.318096826578862e-06  -1.205729795129197e-10
  1.000000000000000e-02  -7.870690092668649e-02  -4.747100022010923e-01  -7.337281939038562e-01  -1.293069773913675e-01  6.065450951275905e-02  -1.073561700573045e-01  -3.410393915206774e-08  -4.595122991172399e-06  2.005443743728374e-08  2.032853018444419e+07  1.652337445474061e-10  7.318048746244424e-06  -1.578729582274598e-10
  1.500000000000000e-02  3.162936486856290e+01  -5.025498269446641e+00  -2.171754306766194e+00  -3.172499003359067e+00  8.186773504730100e+00  -9.340566467432166e-01  -6.837075756191012e-06  -1.573244957326772e-06  -1.350353004354108e-06  2.032853080432390e+07  1.660086887725193e-09  7.317360243016171e-06  2.613998074633397e-10
  2.000000000000000e-02  1.247601201191212e+02  -7.596117315913069e+01  -4.475914870574510e+01  -3.333004651207470e+01  6.567211463754948e+01  1.037341977543413e+01  -4.843022560247704e-05  2.210421910620688e-05  -9.393302757686449e-06  2.032854291964854e+07  2.436650165321230e-08  7.309393462111686e-06  2.583176459998603e-09
  2.500000000000000e-02  1.793952663478329e+02  -3.528498738655509e+02  -2.291689326251405e+02  -1.208753946240840e+02  2.407527058931791e+02  7.440939447906440e+01  -1.772630641123547e-04  9.471085542551572e-05  -2.910588048508823e-05  2.032860312155348e+07  5.275148470916851e-09  7.312898335897560e-06  8.648849836246172e-10
  3.000000000000000e-02  3.361114076192157e+01  -9.557538988499974e+02  -6.440549428908884e+02  -2.577847408489721e+02  5.918969056547750e+02  2.332036004750277e+02  -4.617156184594951e-04  2.330457640581491e-04  -6.032102877311929e-05  2.032874850557057e+07  -1.174062487859904e-07  7.334312478792771e-06  -2.949188998869648e-09
  3.500000000000000e-02  -3.746250795638009e+02  -1.869579169577101e+03  -1.273753408940858e+03  -3.783549337104956e+02  1.133431281117379e+03  4.921849779290512e+02  -9.629883969326837e-04  4.228905052322722e-04  -9.768657970586994e-05  2.032898278229315e+07  -8.124402648028189e-08  7.320386166053072e-06  -1.033013000818298e-09
  4.000000000000000e-02  -9.173620006452624e+02  -2.899713611202945e+03  -1.963991955659814e+03  -3.751622517147817e+02  1.820839121198617e+03  8.049798630680381e+02  -1.708805152285842e-03  6.149247548142783e-04  -1.338076583866435e-04  2.032926105809539e+07  2.724163672014742e-07  7.294794304722642e-06  -1.518905852191072e-09
  4.500000000000000e-02  -1.312326885063158e+03  -3.718187871289894e+03  -2.463307300805591e+03  -1.357257163814121e+02  2.556777497960427e+03  1.089353107849566e+03  -2.675520386961729e-03  7.369856880899306e-04  -1.624370973384716e-04  2.032950103088454e+07  -6.236982234195000e-07  7.293727254860256e-06  4.952577926983826e-09
  5.000000000000000e-02  -2.715620302286929e+02  -3.775233843190592e+03  -2.328447758501122e+03  6.082308900952088e+02  3.519671954532626e+03  1.549133931156215e+03  -4.305405145787960e-03  6.406659671272948e-04  -2.010659901334744e-04  2.032953154924551e+07  -1.232785662349333e-07  7.291567273221338e-06  1.116031116406468e-09
  5.499999999999999e-02  8.111128971758404e+02  -2.856883273060322e+03  -1.510164491734650e+03  1.612271262906496e+03  3.838943429108449e+03  1.477987008893190e+03  -5.387443327872623e-03  3.398571004709850e-04  -2.040771052189860e-04  2.032935791698470e+07  -5.565068678625773e-07  7.131658814060716e-06  2.552722422038235e-08
  5.999999999999999e-02  2.543400388297002e+03  -9.592448984838962e+02  -2.729667947540362e+01  2.867247753995105e+03  3.757883511362401e+03  1.212887015777728e+03  -6.269427779392976e-03  -1.806802695599155e-04  -1.910272515905758e-04  2.032895854793711e+07  1.031750719276832e-07  7.383974909111128e-06  -9.842064790018182e-09
  6.499999999999999e-02  4.718949244208289e+03  1.820298248119770e+03  1.984497070834464e+03  4.213581652984137e+03  3.190456348746441e+03  8.123365010530304e+02  -6.782971326548514e-03  -8.933707244797807e-04  -1.611373082848524e-04  2.032836459392602e+07  1.619077830249582e-07  7.541901601864300e-06  -3.733698864477367e-08
  6.999999999999999e-02  7.030896962092388e+03  5.242727846632675e+03  4.286489434944609e+03  5.437248506500276e+03  2.095086425808278e+03  3.635298944268230e+02  -6.773895959941776e-03  -1.739704113765783e-03  -1.131275340790557e-04  2.032764090326628e+07  -8.322843390120850e-09  7.374289962401971e-06  -3.573637004571064e-09
  7.500000000000000e-02  9.146748138806348e+03  8.976270381593204e+03  6.583881885842791e+03  6.296134765437056e+03  4.802960170596948e+02  -3.905422889884385e+01  -6.119358046579613e-03  -2.640362062649574e-03  -4.490042394721849e-05  2.032687118286770e+07  1.629922148883713e-07  7.179232141561466e-06  6.229653028448494e-08
  8.000000000000000e-02  1.076992451624427e+04  1.264704558159500e+04  8.572621663222646e+03  6.549957246666080e+03  -1.594565326320190e+03  -3.125925190313668e+02  -4.741563652112376e-03  -3.505589353177335e-03  4.620898059908024e-05  2.032614364253346e+07  1.519224022337038e-07  7.276130514012026e-06  4.734773032096079e-08
  8.500000000000001e-02  1.168003826891095e+04  1.588212487321406e+04  9.978696939239890e+03  5.990995746037544e+03  -4.023521855151216e+03  -3.997184604944276e+02  -2.618434730533364e-03  -4.244303677045700e-03  1.626669422213671e-04  2.032553951723821e+07  -6.056113487865464e-07  7.447011674242565e-06  -7.195140316249784e-08
  9.000000000000001e-02  1.175319194813282e+04  1.834274549790577e+04  1.058753349451415e+04  4.471976754052921e+03  -6.662114277012991e+03  -2.765718534549140e+02  2.091275711743678e-04  -4.772016775971472e-03  3.054605701471886e-04  2.032512496952060e+07  1.152398412686730e-06  7.285115189995085e-06  1.906138117233030e-07
  9.500000000000001e-02  9.019837429341751e+03  1.926374862186728e+04  9.474811081320848e+03  1.021948295114733e+03  -1.028791846770613e+04  -3.641618376543822e+02  5.276342942017897e-03  -4.918865935759636e-03  6.417933647624971e-04  2.032516255841349e+07  3.786328074658132e-08  7.351077618222660e-06  3.423176201446987e-08
  1.000000000000000e-01  6.660284166519014e+03  1.890736613951522e+04  7.799804907032221e+03  -2.923566870109051e+03  -1.273121015917160e+04  1.259332012298862e+02  9.324871830884160e-03  -4.685363657256197e-03  8.463584147939226e-04  2.032538874975647e+07  1.881137582361222e-06  7.641100058585532e-06  2.705244944218565e-07
  1.050000000000000e-01  3.740312877636072e+03  1.718420244054782e+04  5.237190017643273e+03  -7.705699902080721e+03  -1.477450657793746e+04  7.022158691168248e+02  1.355256875295544e-02  -4.080371663068099e-03  1.052626143626525e-03  2.032586596990585e+07  -3.781695020400382e-07  7.254859218944830e-06  -1.839307241101892e-08
  1.100000000000000e-01  4.964782650805077e+02  1.408829251128643e+04  1.925694417759452e+03  -1.307414349843836e+04  -1.624523890721258e+04  1.271594152015951e+03  1.772190465494937e-02  -3.101472968923048e-03  1.244161993582588e-03  2.032656804854991e+07  -1.334584931303337e-06  6.926515465487214e-06  -1.353142521767574e-07
  1.150000000000000e-01  -2.824090379642965e+03  9.688833595577160e+03  -1.946148238923873e+03  -1.870937464631703e+04  -1.699381978997093e+04  1.737421092752373e+03  2.158950431705477e-02  -1.767451551267766e-03  1.401557825809463e-03  2.032745606703321e+07  -2.741347646345063e-07  7.211547181739856e-06  -9.757400404365521e-09
  1.200000000000000e-01  -5.993403961052310e+03  4.120319820777214e+03  -6.161319799305754e+03  -2.424677116909519e+04  -1.690236240949930e+04  2.011060394498749e+03  2.492058381358840e-02  -1.162902677988468e-04  1.503533265959348e-03  2.032848376080889e+07  7.858448041913395e-07  7.696530887400325e-06  9.755595574778636e-08
  1.250000000000000e-01  -8.827207353601163e+03  -2.428906784828616e+03  -1.049478483952038e+04  -2.930326018636828e+04  -1.589173286467850e+04  2.021562232005987e+03  2.750108260797072e-02  1.796754119439669e-03  1.528410325948122e-03  2.032960260478707e+07  3.820852062693373e-07  7.530716857476474e-06  4.225851230846949e-08
  1.300000000000000e-01  -1.120152081173079e+04  -9.727975169064048e+03  -1.473047876050045e+04  -3.350380307172226e+04  -1.392675602842440e+04  1.722414535854896e+03  2.914813870925900e-02  3.900972764010787e-03  1.456057620846288e-03  2.033076588280533e+07  -4.215854735011004e-07  6.812115377178891e-06  -7.057174476893036e-09
  1.350000000000000e-01  -1.305948525777418e+04  -1.751346156121305e+04  -1.867313282551951e+04  -3.650543729863630e+04  -1.101943759786631e+04  1.094865449262237e+03  2.971971483469176e-02  6.112284546095812e-03  1.270371491639851e-03  2.033193129037831e+07  3.461072971544178e-07  7.843011346173029e-06  -3.592782634410044e-08
  1.400000000000000e-01  -1.717059101887433e+04  -2.708458823950277e+04  -2.240615656876190e+04  -3.878075394938280e+04  -6.426754166310790e+03  -3.371036288760182e+01  2.882097371432966e-02  8.970260101675051e-03  8.318652816081373e-04  2.033347350882248e+07  1.194972213810038e-07  7.147442698958276e-06  2.466613764405664e-08
  1.450000000000000e-01  -1.719215130759167e+04  -3.446865326922169e+04  -2.477701660190015e+04  -3.787737345464742e+04  -1.738870108919961e+03  -1.242594150337441e+03  2.647156281674969e-02  1.099346740891909e-02  3.337088830087194e-04  2.033438359487399e+07  -8.543844915655811e-07  7.812166002104973e-06  -3.233206182148356e-07
  1.500000000000000e-01  -1.675726887844490e+04  -4.133232711294875e+04  -2.641058700896566e+04  -3.503088236765534e+04  3.526155359850960e+03  -2.674742295223282e+03  2.290312421596039e-02  1.279936870983296e-02  -2.783438143488194e-04  2.033517953702036e+07  2.765316045745735e-07  7.164402552890102e-06  4.214685928254529e-08
  1.550000000000001e-01  -1.600580432274004e+04  -4.736924980768106e+04  -2.723159593650594e+04  -3.020793580459235e+04  9.175972889658953e+03  -4.262894112621441e+03  1.818348176235941e-02  1.428996668402829e-02  -9.838550824063778e-04  2.033584043076434e+07  1.413443361376571e-06  7.085744348045030e-06  3.241535903455471e-07
