time,rank_0_hw_accumulated,rank_0_hw_epoch,rank_0_nz_accumulated,rank_0_nz_epoch,
503.159,24.9447,24.9447,13.0494,13.0494,
997.754,25.1588,25.3766,13.1614,13.2753,
