time,gravitational_energy,acoustic_energy,acoustic_kinetic_energy,elastic_energy,elastic_kinetic_energy,total_frictional_work,static_frictional_work,seismic_moment,plastic_moment
0,0,0,0,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0
1,0,0,0,1.50913e+14,6.78221e+13,1.09894e+14,1.33289e+14,7.15692e+17,0
